Request,Politeness
"@Darin Dimotrov: So you're saying that if I sent you to the supermarket to get me some beer, you will tell me you can't buy beer in a supermarket, while you actually *mean* you don't know which brand of beer to buy and whether to buy a single can, a sixpack or a tray. Would't it be better to just ask more specifically what I want, instead of telling me it's impossible?",0
"What do you mean by more sophisticated? Functions that take word boundaries into account?",0
"This is a pretty fundamental difference. Are you sure you know what `this` is and what local variables are?",0
"What part of that are you confused about? [this](http://www.quirksmode.org/js/this.html)?",0
"looks like it's a conflict with the Prototype library, which we introduced in the newer version. Any ideas how to stringify a json object containing an array under Prototype?",1
"It seems to work fine for me. Can you check if there is any place that is doing a HtmlEncode() replacement on hlNonTerminal.Attributes[onclick]?",1
"after trying to edit your post I realize your syntax is totally bunked or you copied and pasted it wrong. Is this everything?",0
"What's Web of Knowledge? Where is this javascript form?",0
"You have Firebug? Is it reporting any JS errors when you load the page?",1
"Thank you, after some experimenting, this seems to be the way to go. Any thoughts on how to move the reparented component back to its original place in DOM (and ExtJS component hierarchy) once the window is closed?",1
"Um, why are you doing this with Javascript? Is that really going to be the way to put things into the database?",0
"@felix, why? isn't he just creating an new object?",0
"@ime Vidas JSLint is mostly telling me that I am calling functions before they are defined. Are these warnings that I should be concerned with?",1
"Maybe you are using an extremely old version of jQuery or the script is built weirdly. Are you getting any error messages?",1
"Could you clarify what you mean by go into? Why don't you explain what you want to happen?",0
"I don't get it. You have the `query` object already, so why not just do `if (query.id && query.foo && query.bar) { ... }`?",0
"Here's a simple example based on what you provided: http://fbrell.com/saved/58a66f765babcdd3d7b452afe02b4e41 -- works fine for me. Maybe you can provide some more details?",1
"So what exactly does happen in IE7? What do you mean by locking up?",0
"you mean as if you'd print screen it ? or what?",0
"Could you clarify what you mean by zoom? Are you referring to the effects of `Ctrl +` and `Ctrl -`?",1
"@agent-j - i'm not seeing an error - the problem is that the Regex keeps returning the errorMessage for the above string and it doesn't make sense ? i.e. wanted someone to confirm it's not incorrect ?",1
"what doesn't work about it? can you provide some example js in your post to demonstrate it not working?",0
"Oh, how I hate such changed behaviour...^^ Why would you do that? If you write a letter in word, would you expect it to save the text in a file when hitting enter or should it begin an new line?",0
"I would suggest you reconsider if using the `*` selector is a good idea. Maybe what you want to do is possible without iterating over the zillion elements that make up a production web page?",0
"Good point Dan. instead of the OK/Cancel stuff, have you (user583126) considered a < noscript > solution?",1
"I don't see any element with ID or name of `sel2`. What gives?",0
